id item price
207 Vinyl 34.4376000761986
952 Other 65.7040148426313
80 Vinyl 36.6186861973256
567 Electronic device 423.698745524511
891 Vinyl 15.7034430094063
326 Shoes 199.948792858049
409 Piece of clothing 58.315252722241
578 Piece of clothing 51.2448647385463
248 Piece of clothing 137.498799583409
503 Piece of clothing 83.8898234325461
661 Vinyl 32.8386584389955
492 Shoes 39.7243529651314
581 Vinyl 41.825052369386
747 Shoes 87.0545119885355
81 Shoes 170.25695363991
608 Piece of clothing 196.881915365811
677 Vinyl 32.2918649110943
987 Furniture 556.656168657355
212 Other 96.5308981109411
352 Vinyl 39.1654645744711
789 Piece of clothing 116.591118993238
462 Other 21.4982006035279
606 Piece of clothing 131.945955499541
29 Piece of clothing 188.223824065644
45 Piece of clothing 136.698703225702
340 Book 29.4070025123656
170 Vinyl 15.0865459535271
496 Piece of clothing 54.9920529220253
408 Piece of clothing 115.610383902676
351 Shoes 126.402436429635
748 Shoes 87.3723617615178
994 Other 38.1957129901275
775 Shoes 124.233957529068
880 Piece of clothing 141.959123669658
26 Vinyl 29.7458178270608
45 Book 15.2743058404885
164 Book 19.2527934755199
401 Piece of clothing 138.895083586685
184 Piece of clothing 32.942826077342
93 Book 37.2992878602818
265 Vinyl 16.6476694494486
918 Book 35.8998773046769
17 Vinyl 10.6759284436703
175 Book 27.5944220493548
774 Piece of clothing 125.803690520115
522 Vinyl 35.2275283075869
388 Book 22.1374780414626
210 Other 68.0140783556271
207 Vinyl 39.5726260822266
216 Vinyl 42.6203375961632
705 Vinyl 34.3847529776394
555 Vinyl 36.0089877061546
437 Furniture 417.865907819942
429 Piece of clothing 148.276783828624
486 Book 17.399149174802
434 Other 75.1291724853218
163 Electronic device 316.273075252306
922 Vinyl 33.6038698628545
36 Furniture 368.623442051467
544 Vinyl 40.5750332400203
357 Other 99.3135386193171
28 Vinyl 30.9224681649357
132 Furniture 1136.45521184662
252 Book 34.3218094515614
121 Other 15.2592197339982
820 Other 36.7522361886222
909 Other 6.279307854129
301 Book 26.3046713881195
463 Book 17.1124540767632
958 Vinyl 30.5179613642395
456 Vinyl 37.469209395349
920 Book 13.2413012660109
764 Furniture 937.60932921432
252 Book 35.5410658135079
172 Other 30.3637023712508
688 Piece of clothing 33.2806570548564
114 Furniture 408.714352699462
119 Electronic device 2714.104448942
226 Piece of clothing 125.980738822836
897 Electronic device 452.685568785295
600 Vinyl 38.2731718104333
298 Vinyl 16.5211743954569
165 Electronic device 2993.66628125636
363 Vinyl 42.2140106745064
136 Furniture 660.526683600619
687 Vinyl 28.6969910655171
161 Shoes 90.1865691971034
690 Furniture 97.1320886397734
174 Vinyl 36.4143227878958
936 Book 37.0090400227346
720 Piece of clothing 59.0324361203238
937 Piece of clothing 11.2185959331691
388 Piece of clothing 166.202574458439
455 Vinyl 19.7721410822123
589 Piece of clothing 28.6881755269133
165 Vinyl 12.56851432845
836 Vinyl 32.2251195926219
747 Book 17.5508556640707
852 Piece of clothing 15.0123340729624
45 Piece of clothing 111.713143105153
757 Electronic device 2151.22700004466
911 Book 20.0808917088434
28 Shoes 94.0479340823367
934 Piece of clothing 63.4553204989061
969 Book 37.1376003054902
682 Book 22.0483778868802
760 Shoes 45.6839047698304
921 Piece of clothing 125.158773541916
581 Other 15.7766154385172
25 Shoes 55.2917694905773
435 Piece of clothing 182.544653129298
152 Vinyl 10.7599973026663
322 Vinyl 31.9163978938013
954 Book 14.3178913495503
983 Vinyl 11.577739501372
